	locale	id_specialization	name	description	description_after	medical_dictionary	tokens
7563	en-US	1818	Erectil dysfunction (ED)			"<p>&nbsp;</p>

<p>Impotence, or erectile dysfunction, is the difficulty or inability to achieve or maintain a penile erection resulting in a successful sexual intercourse. It affects many men and increases with age, but to consider an alteration is necessary to manifest persistently. The most common causes of erectile dysfunction can be both physical and psychological, or a combination of both. They can be of vascular type: men with an index of high cholesterol, smoking, diabetes or who have been treated with radiotherapy. Neurological disorders (Alzheimer&#39;s, for example) and hormonal (by utilizing medication) are given a lesser extent. There may also be a cause of affective: patients with severe forms of depression often have erectile dysfunction. Treatments, other than medication, usually include changes in lifestyle, such as quitting smoking and exercising regularly.</p>
"	['impot', 'erectil', 'dysfunct', 'difficulti', 'inabl', 'achiev', 'maintain', 'penil', 'erect', 'result', 'success', 'sexual', 'intercours', 'It', 'affect', 'mani', 'men', 'increas', 'age', 'consid', 'alter', 'necessari', 'manifest', 'persist', 'common', 'caus', 'erectil', 'dysfunct', 'physic', 'psycholog', 'combin', 'vascular', 'type', 'men', 'index', 'high', 'cholesterol', 'smoke', 'diabet', 'treat', 'radiotherapi', 'neurolog', 'disord', 'alzheim', 'exampl', 'hormon', 'util', 'medic', 'given', 'lesser', 'extent', 'may', 'also', 'caus', 'affect', 'patient', 'sever', 'form', 'depress', 'often', 'erectil', 'dysfunct', 'treatment', 'medic', 'usual', 'includ', 'chang', 'lifestyl', 'quit', 'smoke', 'exercis', 'regularli']
7571	en-US	1780	Treatment of obesity 			"<p>Obesity is one of the most common diseases of modern society, caused by bad eating habits that cause a metabolic disorder in the form of excess fat and consequently overweight. If the caloric intake that provides the body is greater than that required or consumed is stored as fat. Besides, obesity may result in the acquisition of other diseases, such as diabetes mellitus, hypertension, high cholesterol or cardiovascular risk. In any case, obesity treatment tailored to each person according to their age, physique, medical history and daily habits is required. By measuring the body mass index patient&#39;s degree of obesity it is known and established a slimming diet should be low calorie, low fat, with the establishment of a rehabilitation plan of eating habits and exercise. The tandem diet-exercise physical is essential for weight loss.</p>
"	['obes', 'one', 'common', 'diseas', 'modern', 'societi', 'caus', 'bad', 'eat', 'habit', 'caus', 'metabol', 'disord', 'form', 'excess', 'fat', 'consequ', 'overweight', 'If', 'calor', 'intak', 'provid', 'bodi', 'greater', 'requir', 'consum', 'store', 'fat', 'besid', 'obes', 'may', 'result', 'acquisit', 'diseas', 'diabet', 'mellitu', 'hypertens', 'high', 'cholesterol', 'cardiovascular', 'risk', 'In', 'ani', 'case', 'obes', 'treatment', 'tailor', 'person', 'accord', 'age', 'physiqu', 'medic', 'histori', 'daili', 'habit', 'requir', 'By', 'measur', 'bodi', 'mass', 'index', 'patient', 'degre', 'obes', 'known', 'establish', 'slim', 'diet', 'low', 'calori', 'low', 'fat', 'establish', 'rehabilit', 'plan', 'eat', 'habit', 'exercis', 'tandem', 'physic', 'essenti', 'weight', 'loss']
7573	en-US	1791	Carpal canal			"<div>&nbsp;</div>

<div>The carpal tunnel or channel is a connection zone on the anterior face of the wrist, crossed by many tendons. When this tunnel is reduced for any reason, the pressure inside and the median nerve (which runs from the forearm to the hand) it is also compressed. This causes what is known as carpal tunnel syndrome, peripheral neuropathy caused by performing repetitive hand and wrist movements. Patients with this disease suffer from pain in the wrist and forearm associated with feeling of numbness, cramps and tingling in the thumb and index fingers mostly, but sometimes affects other fingers. Carpal tunnel syndrome should be treated to avoid the appearance of weakness and atrophy in some muscles of the hand and clumsiness in handling objects. The carpal tunnel surgery is to release the nerve and is performed both open or conventional manner, as by endoscopy. The pain after surgery disappears in a few days and the other symptoms are decreasing in the short term, depending on the severity of the injury.</div>
"	['carpal', 'tunnel', 'channel', 'connect', 'zone', 'anterior', 'face', 'wrist', 'cross', 'mani', 'tendon', 'thi', 'tunnel', 'reduc', 'ani', 'reason', 'pressur', 'insid', 'median', 'nerv', 'run', 'forearm', 'hand', 'also', 'compress', 'thi', 'caus', 'known', 'carpal', 'tunnel', 'syndrom', 'peripher', 'neuropathi', 'caus', 'perform', 'repetit', 'hand', 'wrist', 'movement', 'patient', 'thi', 'diseas', 'suffer', 'pain', 'wrist', 'forearm', 'associ', 'feel', 'numb', 'cramp', 'tingl', 'thumb', 'index', 'finger', 'mostli', 'sometim', 'affect', 'finger', 'carpal', 'tunnel', 'syndrom', 'treat', 'avoid', 'appear', 'weak', 'atrophi', 'muscl', 'hand', 'clumsi', 'handl', 'object', 'carpal', 'tunnel', 'surgeri', 'releas', 'nerv', 'perform', 'open', 'convent', 'manner', 'endoscopi', 'pain', 'surgeri', 'disappear', 'day', 'symptom', 'decreas', 'short', 'term', 'depend', 'sever', 'injuri']
7576	en-US	1781	Nerve Compression elbow 			"<p>Understanding the elbow nerve it is known as cubital tunnel syndrome. It is the erosion of a nerve (ulnar), which travels from the neck to the hand and who is responsible for the function of different hand muscles and sensation in the ring and little fingers. When the ulnar nerve is compressed produces what we call ulnar nerve compression or entrapment of the ulnar nerve. The patient has pain, tingling, numbness or burning, and sometimes, reduction or exaggeration of feeling in some fingers and medial edge of the forearm. Symptoms worsen to keep bending the elbow. To address this ailment can opt for conservative treatment (changes in activity, use of splints, rest, stretching and vitamin supplements) or surgery.</p>
"	['understand', 'elbow', 'nerv', 'known', 'cubit', 'tunnel', 'syndrom', 'It', 'eros', 'nerv', 'ulnar', 'travel', 'neck', 'hand', 'respons', 'function', 'differ', 'hand', 'muscl', 'sensat', 'ring', 'littl', 'finger', 'ulnar', 'nerv', 'compress', 'produc', 'call', 'ulnar', 'nerv', 'compress', 'entrap', 'ulnar', 'nerv', 'patient', 'ha', 'pain', 'tingl', 'numb', 'burn', 'sometim', 'reduct', 'exagger', 'feel', 'finger', 'medial', 'edg', 'forearm', 'symptom', 'worsen', 'keep', 'bend', 'elbow', 'To', 'address', 'thi', 'ailment', 'opt', 'conserv', 'treatment', 'chang', 'activ', 'use', 'splint', 'rest', 'stretch', 'vitamin', 'supplement', 'surgeri']
7580	en-US	1782	Median nerve compression 			"<p>The compression syndrome usually cause motor and sensory alterations. Motor symptoms can vary from weakness to complete paralysis of the region.</p>
"	['compress', 'syndrom', 'usual', 'caus', 'motor', 'sensori', 'alter', 'motor', 'symptom', 'vari', 'weak', 'complet', 'paralysi', 'region']
7584	en-US	1783	Radial nerve compression 			"<p>The radial nerve goes from the armpit down the back of the arm to the hand. This helps move the arm, wrist and hand.</p>
"	['radial', 'nerv', 'goe', 'armpit', 'back', 'arm', 'hand', 'thi', 'help', 'move', 'arm', 'wrist', 'hand']
7590	en-US	2001	Laser Surgery 			"<p>Laser Surgery&nbsp;</p>
"	['laser', 'surgeri']
7593	en-US	1784	Clavicle 			"<p>The clavicle is the long, thin bone at the top of the chest between the sternum and shoulder. Its function is to connect the upper limb to the chest and shoulders aligned maintain. It contains various muscles (deltoids and trapezoid on the top face and subclavian muscle, ligament and ligament conoid trapezoid on the bottom) are inserted. It is one of the long bones which has more variation: sometimes it is pierced by a branch of the supraclavicular nerve; in manual workers it is thicker and curve and muscle attachment sites are more pronounced; also the right clavicle is more robust than the left and usually shorter. A broken collarbone is a common injury in children and adolescents, as these bones do not harden into adulthood. Among collarbone injuries we are also dislocation clavicle or acromioclavicular dislocation.</p>
"	['clavicl', 'long', 'thin', 'bone', 'top', 'chest', 'sternum', 'shoulder', 'function', 'connect', 'upper', 'limb', 'chest', 'shoulder', 'align', 'maintain', 'It', 'contain', 'variou', 'muscl', 'deltoid', 'trapezoid', 'top', 'face', 'subclavian', 'muscl', 'ligament', 'ligament', 'conoid', 'trapezoid', 'bottom', 'insert', 'It', 'one', 'long', 'bone', 'ha', 'variat', 'sometim', 'pierc', 'branch', 'supraclavicular', 'nerv', 'manual', 'worker', 'thicker', 'curv', 'muscl', 'attach', 'site', 'pronounc', 'also', 'right', 'clavicl', 'robust', 'left', 'usual', 'shorter', 'A', 'broken', 'collarbon', 'common', 'injuri', 'children', 'adolesc', 'bone', 'harden', 'adulthood', 'among', 'collarbon', 'injuri', 'also', 'disloc', 'clavicl', 'acromioclavicular', 'disloc']
7597	en-US	1785	Knee growth factors 			"<p>Growth factors, also known as trophic factors are various substances of a protein nature that together with hormones and neurotransmitters play an important role in intercellular communication, are often used to treat various conditions of the knee.</p>
"	['growth', 'factor', 'also', 'known', 'trophic', 'factor', 'variou', 'substanc', 'protein', 'natur', 'togeth', 'hormon', 'neurotransmitt', 'play', 'import', 'role', 'intercellular', 'commun', 'often', 'use', 'treat', 'variou', 'condit', 'knee']
7601	en-US	1786	Low back pain			"<p>&nbsp;</p>

<p>Low back pain or lumbago is pain in the bottom of the column. Low back pain is not a disease itself, but rather is a problem or a symptom whose causes can be multiple. The origin of this pain can be in bad posture, physical activity of the individual, psychological factors or degenerative diseases (such as osteoarthritis and osteoporosis) caused changes in the different structures that form the backbone (ligaments, muscles, spinal discs and vertebrae). Lumbago treatment involves the administration of analgesics, muscle relaxants and applying heat to the painful area. Also, the patient should rest.</p>
"	['low', 'back', 'pain', 'lumbago', 'pain', 'bottom', 'column', 'low', 'back', 'pain', 'diseas', 'rather', 'problem', 'symptom', 'whose', 'caus', 'multipl', 'origin', 'thi', 'pain', 'bad', 'postur', 'physic', 'activ', 'individu', 'psycholog', 'factor', 'degen', 'diseas', 'osteoarthr', 'osteoporosi', 'caus', 'chang', 'differ', 'structur', 'form', 'backbon', 'ligament', 'muscl', 'spinal', 'disc', 'vertebra', 'lumbago', 'treatment', 'involv', 'administr', 'analges', 'muscl', 'relax', 'appli', 'heat', 'pain', 'area', 'also', 'patient', 'rest']
7605	en-US	1787	Femoro-acetabular impingement 			"<p>Femoro-acetabular impingement&nbsp;</p>
"	['imping']
7609	en-US	1788	Ankle 			"<p>Ankle&nbsp;</p>
"	['ankl']
7613	en-US	1789	Ankle growth factors 			"<p>Growth factors are proteins of multiple types, according to the cells that manufacture them, which are used for their regenerative and anti-inflammatory capacity. The Growth Factors derived from platelets are applied to prevent and treat lesions because of their broad action on ankle cells.</p>
"	['growth', 'factor', 'protein', 'multipl', 'type', 'accord', 'cell', 'manufactur', 'use', 'regen', 'capac', 'growth', 'factor', 'deriv', 'platelet', 'appli', 'prevent', 'treat', 'lesion', 'becaus', 'broad', 'action', 'ankl', 'cell']
7617	en-US	1790	Ankle Instability 			"<p>Ankle Instability&nbsp;</p>
"	['ankl', 'instabl']
7625	en-US	1792	Carpo 			"<p>The pastern is the human wrist and is made up of eight bones. These bones are arranged in two rows, <span style=""color: rgb(84, 84, 84); font-family: arial, sans-serif; font-size: small; line-height: 18.2000007629395px;"">one row above or forearm and a row or metacarpal.</span></p>
"	['pastern', 'human', 'wrist', 'made', 'eight', 'bone', 'bone', 'arrang', 'two', 'row', 'one', 'row', 'abov', 'forearm', 'row', 'metacarp']
7629	en-US	1793	Metacarpal 			"<p>Metacarpal&nbsp;</p>
"	['metacarp']
7633	en-US	1794	Foot growth factors 			"<p>Growth factors are proteins of multiple types, according to the cells that manufacture them, which are used for their regenerative and anti-inflammatory capacity. The Growth Factors derived from platelets are applied to prevent and treat lesions due to their wide action in the foot cells.</p>
"	['growth', 'factor', 'protein', 'multipl', 'type', 'accord', 'cell', 'manufactur', 'use', 'regen', 'capac', 'growth', 'factor', 'deriv', 'platelet', 'appli', 'prevent', 'treat', 'lesion', 'due', 'wide', 'action', 'foot', 'cell']
7637	en-US	1795	Column Arthrodesis 			"<p>The <strong>spinal fusion</strong> surgery is to treat degenerative diseases of the spine. The fusion consists in fixing two bone parts rigidly and irreversibly anchoring a joint using screws, plates and titanium rods. Its aim is to stabilize the spine to relieve local pain. In addition, decompression of the nerve roots relieves sciatic pain and difficulty walking, typical of stenosis, or narrowing of the spinal canal. The technique of spinal fusion is divided into anterior cervical fusion, posterior cervical arthrodesis and posterior lumbar spine fusion. The spinal fusion is performed in the operating room under general anesthesia.</p>
"	['spinal', 'fusion', 'surgeri', 'treat', 'degen', 'diseas', 'spine', 'fusion', 'consist', 'fix', 'two', 'bone', 'part', 'rigidli', 'irrevers', 'anchor', 'joint', 'use', 'screw', 'plate', 'titanium', 'rod', 'aim', 'stabil', 'spine', 'reliev', 'local', 'pain', 'In', 'addit', 'decompress', 'nerv', 'root', 'reliev', 'sciatic', 'pain', 'difficulti', 'walk', 'typic', 'stenosi', 'narrow', 'spinal', 'canal', 'techniqu', 'spinal', 'fusion', 'divid', 'anterior', 'cervic', 'fusion', 'posterior', 'cervic', 'arthrodesi', 'posterior', 'lumbar', 'spine', 'fusion', 'spinal', 'fusion', 'perform', 'oper', 'room', 'gener', 'anesthesia']
7641	en-US	1796	Wrist and carpus arthrodesis			"<p><strong>Wrist arthrodesis</strong> is a surgical procedure that involves fusing the joints of the hand artificially. This technique achieves the neighboring joints ordered to carry out the functions of the fist and palm. The aim of this operation is to relieve pain, slow the development of the disease, which causes correct deformities, and provide stability to the joint that has been damaged by arthritis or muscle weakness. Although wrist arthrodesis achieved a high degree of improvement in all these areas, it is possible that in some patients the difficulty lifting or doing certain movements keep persisting. Similarly, after the intervention is required recovery time in which the joint use will be limited.</p>
"	['wrist', 'arthrodesi', 'surgic', 'procedur', 'involv', 'fuse', 'joint', 'hand', 'artifici', 'thi', 'techniqu', 'achiev', 'neighbor', 'joint', 'order', 'carri', 'function', 'fist', 'palm', 'aim', 'thi', 'oper', 'reliev', 'pain', 'slow', 'develop', 'diseas', 'caus', 'correct', 'deform', 'provid', 'stabil', 'joint', 'ha', 'damag', 'arthriti', 'muscl', 'weak', 'although', 'wrist', 'arthrodesi', 'achiev', 'high', 'degre', 'improv', 'area', 'possibl', 'patient', 'difficulti', 'lift', 'certain', 'movement', 'keep', 'persist', 'similarli', 'intervent', 'requir', 'recoveri', 'time', 'joint', 'use', 'limit']
7656	en-US	1799	Lumbar spinal surgery 			"<p>Lumbar spine surgery</p>
"	['lumbar', 'spine', 'surgeri']
7664	en-US	1801	Lumbar Discectomy 			"<p>Lumbar discectomy is a surgery that is performed when the patient has a herniated disk in one of his spine. That is, when the pad to help separate the vertebrae (bones of the spine) has emerged, wholly or partially, from its place. This causes back pain that spreads to the legs and causes severe muscle weakness. The surgical procedure can remove part or all of this pad to end the pain. To be performed surgery (which takes about two hours) hospitalization and spinal or general anesthesia is required. The specialist makes a cut in the back and through a microscope, locate damaged discs; once removed, suture the wound with stitches or staples.</p>
"	['lumbar', 'discectomi', 'surgeri', 'perform', 'patient', 'ha', 'herniat', 'disk', 'one', 'hi', 'spine', 'pad', 'help', 'separ', 'vertebra', 'bone', 'spine', 'ha', 'emerg', 'wholli', 'partial', 'place', 'thi', 'caus', 'back', 'pain', 'spread', 'leg', 'caus', 'sever', 'muscl', 'weak', 'surgic', 'procedur', 'remov', 'part', 'thi', 'pad', 'end', 'pain', 'To', 'perform', 'surgeri', 'take', 'two', 'hour', 'hospit', 'spinal', 'gener', 'anesthesia', 'requir', 'specialist', 'make', 'cut', 'back', 'microscop', 'locat', 'damag', 'disc', 'onc', 'remov', 'sutur', 'wound', 'stitch', 'stapl']
7670	en-US	1802	Column fixation			"<div>The fixation of the lumbar spine is a type recommended for the treatment of fractures, degenerative instability, tumors and other medical conditions that prevent lumbar spine surgery is stable. This is the latest hopeful as when other treatments (such as belts, massage, postural improvement measures, anti-inflammatory and acquisition of appropriate weight) have not borne fruit. Is the assessment of the lumbar spine using bone grafts from the patient to be placed with the help of metal implants, among which the pedicle screws. It is a delicate surgery that usually takes four to six hours and is performed mostly under general anesthesia. It specifies rehabilitation intervention complementary to surgery.</div>
"	['fixat', 'lumbar', 'spine', 'type', 'recommend', 'treatment', 'fractur', 'degen', 'instabl', 'tumor', 'medic', 'condit', 'prevent', 'lumbar', 'spine', 'surgeri', 'stabl', 'thi', 'latest', 'hope', 'treatment', 'belt', 'massag', 'postur', 'improv', 'measur', 'acquisit', 'appropri', 'weight', 'born', 'fruit', 'Is', 'assess', 'lumbar', 'spine', 'use', 'bone', 'graft', 'patient', 'place', 'help', 'metal', 'implant', 'among', 'pedicl', 'screw', 'It', 'delic', 'surgeri', 'usual', 'take', 'four', 'six', 'hour', 'perform', 'mostli', 'gener', 'anesthesia', 'It', 'specifi', 'rehabilit', 'intervent', 'complementari', 'surgeri']
7674	en-US	1803	Rigid fixation 			"<p>Spine stabilization tends to correct a series of column defects caused by age, genetics and wear daily routines. Specifically, the rigid fixation allows some compression between bones linking, while allowing the fragments to remain stable.</p>
"	['spine', 'stabil', 'tend', 'correct', 'seri', 'column', 'defect', 'caus', 'age', 'genet', 'wear', 'daili', 'routin', 'specif', 'rigid', 'fixat', 'allow', 'compress', 'bone', 'link', 'allow', 'fragment', 'remain', 'stabl']
7678	en-US	1804	Dynamic Fixation 			"<p>The dynamic spine stabilization tends to correct a series of setbacks and technical defects column. Age, genetics and tear of daily routines, eventually can contribute to damage and degeneration of the discs that cushion the bones of the spine (vertebrae).</p>
"	['dynam', 'spine', 'stabil', 'tend', 'correct', 'seri', 'setback', 'technic', 'defect', 'column', 'age', 'genet', 'tear', 'daili', 'routin', 'eventu', 'contribut', 'damag', 'degener', 'disc', 'cushion', 'bone', 'spine', 'vertebra']
7681	en-US	1967	Renal Disorders 			"<p>Kidney disorders are all diseases affecting the kidneys, also known as nephropathy.</p>
"	['kidney', 'disord', 'diseas', 'affect', 'kidney', 'also', 'known', 'nephropathi']
7685	en-US	1805	Bone marrow cancers			"<p>A spinal tumor is abnormal growth in or around the spinal cord cells, with leukemia, lymphoma and myeloma tumors the most common nervous system. To affect such an important location for the human body, its symptoms cause neurological defects such as loss of sensitivity and strength, lack of control over the sphincters and back pain. It is very important to diagnose the medullary tumors of the nervous system in time to prevent the column from spreading and causing secondary spinal tumors or finish affecting other parts of the body. Its diagnosis can carry out a review of reflexes and muscle tenderness and a neurological examination. As their first symptoms are discovered, you must start as soon as possible a suitable and personalized treatment to prevent resulting in permanent injury. Corticosteroids, surgery and chemotherapy have been very beneficial to cure or ameliorate disease.</p>
"	['A', 'spinal', 'tumor', 'abnorm', 'growth', 'around', 'spinal', 'cord', 'cell', 'leukemia', 'lymphoma', 'myeloma', 'tumor', 'common', 'nervou', 'system', 'To', 'affect', 'import', 'locat', 'human', 'bodi', 'symptom', 'caus', 'neurolog', 'defect', 'loss', 'sensit', 'strength', 'lack', 'control', 'sphincter', 'back', 'pain', 'It', 'veri', 'import', 'diagnos', 'medullari', 'tumor', 'nervou', 'system', 'time', 'prevent', 'column', 'spread', 'caus', 'secondari', 'spinal', 'tumor', 'finish', 'affect', 'part', 'bodi', 'diagnosi', 'carri', 'review', 'reflex', 'muscl', 'tender', 'neurolog', 'examin', 'As', 'first', 'symptom', 'discov', 'must', 'start', 'soon', 'possibl', 'suitabl', 'person', 'treatment', 'prevent', 'result', 'perman', 'injuri', 'corticosteroid', 'surgeri', 'chemotherapi', 'veri', 'benefici', 'cure', 'amelior', 'diseas']
7689	en-US	1806	Removal of cancers (neurinoma)			"<p>Acoustic neuroma is a benign tumor on a nerve that runs from the inner ear to the brain (statoacoustic nerve) and usually affects the vestibular nerve involved in balance and hearing. Therefore, the pressure which causes the development of a neuroma can often cause problems of imbalance, hearing loss and even ringing in the ear. In addition, depending on the size of the tumor, they may show other symptoms such as facial paralysis, headache, loss of visual acuity, etc. The treatment of these tumors, also depends on its characteristics, but usually based on radiation and its removal by surgery to prevent causing more complications, such as loss of brain functions.</p>
"	['acoust', 'neuroma', 'benign', 'tumor', 'nerv', 'run', 'inner', 'ear', 'brain', 'statoacoust', 'nerv', 'usual', 'affect', 'vestibular', 'nerv', 'involv', 'balanc', 'hear', 'therefor', 'pressur', 'caus', 'develop', 'neuroma', 'often', 'caus', 'problem', 'imbal', 'hear', 'loss', 'even', 'ring', 'ear', 'In', 'addit', 'depend', 'size', 'tumor', 'may', 'show', 'symptom', 'facial', 'paralysi', 'headach', 'loss', 'visual', 'acuiti', 'etc', 'treatment', 'tumor', 'also', 'depend', 'characterist', 'usual', 'base', 'radiat', 'remov', 'surgeri', 'prevent', 'caus', 'complic', 'loss', 'brain', 'function']
7702	en-US	1810	Diseases caused by the sun 			"<p>Skin exposure to sunlight can cause a number of reactions, depending on skin type and exposure time to the sun. In some cases, they may be generated caused by the sun of varying severity, such diseases: burns or erythema, change in pigmentation and pigmentation, wrinkles and skin aging, allergic reactions, or skin cancer. Therefore, dermatologists emphasize the need for caution: use high factor sunscreen, reapply the protective least once an hour if you sunbathe on the beach or by the pool, avoid the sun radiation peak hours, hydrating the skin after sun exposure, protect yourself with light-colored fabrics, take extra care with the skin of children, etc.</p>
"	['skin', 'exposur', 'sunlight', 'caus', 'number', 'reaction', 'depend', 'skin', 'type', 'exposur', 'time', 'sun', 'In', 'case', 'may', 'gener', 'caus', 'sun', 'vari', 'sever', 'diseas', 'burn', 'erythema', 'chang', 'pigment', 'pigment', 'wrinkl', 'skin', 'age', 'allerg', 'reaction', 'skin', 'cancer', 'therefor', 'dermatologist', 'emphas', 'need', 'caution', 'use', 'high', 'factor', 'sunscreen', 'reappli', 'protect', 'least', 'onc', 'hour', 'sunbath', 'beach', 'pool', 'avoid', 'sun', 'radiat', 'peak', 'hour', 'hydrat', 'skin', 'sun', 'exposur', 'protect', 'fabric', 'take', 'extra', 'care', 'skin', 'children', 'etc']
7705	en-US	2215	Rehabilitation of locomotor 			"<p>Rehabilitation of locomotor&nbsp;</p>
"	['rehabilit', 'locomotor']
7709	en-US	1811	Atopy 			<p> Atopy </p>	['atopi']
7713	en-US	1812	Natural collagen induction			"<p>&nbsp;</p>

<p>The natural collagen inducing treatment is indicated to correct imperfections and improve skin smoothness, recovering the so-called &quot;V effect&quot; on the face as well as to shape the contour and volume of the figure. This procedure is done through a technique punctures natural collagen-based calcium hydroxyapatite in areas with sagging. Before starting treatment, a topical anesthetic is applied to avoid any inconvenience this may cause punctures in sensitive areas. Normally, two or three sessions are required to achieve the objective, and it is advisable to leave a period of about four or five weeks between each session. The effect is usually immediate and very satisfying, although the final result is observed after about two or three months and lasts until one year after treatment.</p>
"	['natur', 'collagen', 'induc', 'treatment', 'indic', 'correct', 'imperfect', 'improv', 'skin', 'smooth', 'recov', 'V', 'effect', 'face', 'well', 'shape', 'contour', 'volum', 'figur', 'thi', 'procedur', 'done', 'techniqu', 'punctur', 'natur', 'calcium', 'hydroxyapatit', 'area', 'sag', 'befor', 'start', 'treatment', 'topic', 'anesthet', 'appli', 'avoid', 'ani', 'inconveni', 'thi', 'may', 'caus', 'punctur', 'sensit', 'area', 'normal', 'two', 'three', 'session', 'requir', 'achiev', 'object', 'advis', 'leav', 'period', 'four', 'five', 'week', 'session', 'effect', 'usual', 'immedi', 'veri', 'satisfi', 'although', 'final', 'result', 'observ', 'two', 'three', 'month', 'last', 'one', 'year', 'treatment']
7717	en-US	1968	Renal vein thrombosis 			"<p>A renal vein thrombosis is a blood clot that forms in the vein that drains blood from the kidney. It is a rare disease that can be caused by an aneurysm, dehydration in infants or nephrotic syndrome in adults and others.</p>
"	['A', 'renal', 'vein', 'thrombosi', 'blood', 'clot', 'form', 'vein', 'drain', 'blood', 'kidney', 'It', 'rare', 'diseas', 'caus', 'aneurysm', 'dehydr', 'infant', 'nephrot', 'syndrom', 'adult']
7719	en-US	1813	Vitreous Surgery 			"<p>The vitreous humor is located between the inner surface of the retina and the posterior surface of the lens. It is a formed by 99%, water clear, gelatinous liquid. The remaining 1% are proteins, hyaluronic acid, collagen, chloride, sodium, glucose and potassium. Its function is to protect the retina making its surface remains uniform, getting a correct view. Sometimes this becomes opaque gelatinous mass making viewing difficult. When this happens it is necessary to resort to surgery of the vitreous, also known as vitrectomy. This involves removing the vitreous damaged, replacing it with a saline solution. It is a resource used only when vision has decreased considerably and prevents follow a normal rhythm of life for the patient. Besides, this procedure can cause some complications, such as infection, intraocular bleeding and retinal detachment.</p>
"	['vitreou', 'humor', 'locat', 'inner', 'surfac', 'retina', 'posterior', 'surfac', 'len', 'It', 'form', 'water', 'clear', 'gelatin', 'liquid', 'remain', 'protein', 'hyaluron', 'acid', 'collagen', 'chlorid', 'sodium', 'glucos', 'potassium', 'function', 'protect', 'retina', 'make', 'surfac', 'remain', 'uniform', 'get', 'correct', 'view', 'sometim', 'thi', 'becom', 'opaqu', 'gelatin', 'mass', 'make', 'view', 'difficult', 'thi', 'happen', 'necessari', 'resort', 'surgeri', 'vitreou', 'also', 'known', 'vitrectomi', 'thi', 'involv', 'remov', 'vitreou', 'damag', 'replac', 'salin', 'solut', 'It', 'resourc', 'use', 'onli', 'vision', 'ha', 'decreas', 'consider', 'prevent', 'follow', 'normal', 'rhythm', 'life', 'patient', 'besid', 'thi', 'procedur', 'caus', 'complic', 'infect', 'intraocular', 'bleed', 'retin', 'detach']
7723	en-US	1814	Metabolism and Nutrition 			<p> Metabolism and nutrition </p>	['metabol', 'nutrit']
7727	en-US	1815	Hypercalcemia 			<p> Hypercalcemia </p>	['hypercalcemia']
7731	en-US	1816	Hypocalcemia 			<p> Hypocalcemia </p>	['hypocalcemia']
7743	en-US	1819	Testicular cancers			"<p>&nbsp;</p>

<p>Testicular cancer occurs when cancer cells in the testes, which are oval glands that produce sperm and the hormone testosterone in men between 15 and 35 are formed. It can occur in one or both testicles, and is more common in young men and those who had an abnormal testicular development and undescended testicle at birth, or if there are genetic background. Symptoms of testicular tumors are: a lump in the testicles or groin, pain and tenderness in the breast area. The main causes of the appearance of testicular cancer are genetic, because the testicle has not moved properly from the abdomen into the scrotum during their training. Furthermore, it also occurs in patients who have been subject to aggressive or toxic for long periods because of their work substances. This type of cancer has a cure statistics more than 90% if it is found early and treated by chemotherapy, radiotherapy and surgery.</p>
"	['testicular', 'cancer', 'occur', 'cancer', 'cell', 'test', 'oval', 'gland', 'produc', 'sperm', 'hormon', 'testosteron', 'men', 'form', 'It', 'occur', 'one', 'testicl', 'common', 'young', 'men', 'abnorm', 'testicular', 'develop', 'undescend', 'testicl', 'birth', 'genet', 'background', 'symptom', 'testicular', 'tumor', 'lump', 'testicl', 'groin', 'pain', 'tender', 'breast', 'area', 'main', 'caus', 'appear', 'testicular', 'cancer', 'genet', 'becaus', 'testicl', 'ha', 'move', 'properli', 'abdomen', 'scrotum', 'dure', 'train', 'furthermor', 'also', 'occur', 'patient', 'subject', 'aggress', 'toxic', 'long', 'period', 'becaus', 'work', 'substanc', 'thi', 'type', 'cancer', 'ha', 'cure', 'statist', 'found', 'earli', 'treat', 'chemotherapi', 'radiotherapi', 'surgeri']
